HiC_scaffold_1	7089511
HiC_scaffold_1	9218405
HiC_scaffold_1	20044428
HiC_scaffold_1	23447661
HiC_scaffold_1	25310220
HiC_scaffold_1	32784756
HiC_scaffold_1	35225590
HiC_scaffold_1	37811527
HiC_scaffold_1	41036386
HiC_scaffold_1	45910620
HiC_scaffold_1	46315030
HiC_scaffold_1	46848083
HiC_scaffold_1	47274094
HiC_scaffold_1	48103276
HiC_scaffold_1	51140809
HiC_scaffold_1	52757070
HiC_scaffold_1	53115633
HiC_scaffold_1	54902684
HiC_scaffold_1	60056354
HiC_scaffold_1	66369530
HiC_scaffold_1	70215544
HiC_scaffold_2	2318578
HiC_scaffold_2	17294012
HiC_scaffold_2	24631362
HiC_scaffold_2	26541985
HiC_scaffold_2	29470670
HiC_scaffold_2	37748920
HiC_scaffold_2	51750738
HiC_scaffold_2	52902055
HiC_scaffold_2	54780199
HiC_scaffold_2	58508421
HiC_scaffold_2	62102543
HiC_scaffold_3	6658100
HiC_scaffold_3	6900644
HiC_scaffold_3	8296752
HiC_scaffold_3	8496656
HiC_scaffold_3	20351347
HiC_scaffold_3	30399377
HiC_scaffold_3	36347645
HiC_scaffold_3	42184436
HiC_scaffold_3	44857559
HiC_scaffold_3	44921395
HiC_scaffold_3	50518393
HiC_scaffold_3	57199799
HiC_scaffold_3	60664840
HiC_scaffold_4	8365951
HiC_scaffold_4	24534766
HiC_scaffold_4	24674029
HiC_scaffold_4	25234747
HiC_scaffold_4	44906458
HiC_scaffold_4	46367785
HiC_scaffold_4	47346765
HiC_scaffold_4	47502651
HiC_scaffold_4	51619578
HiC_scaffold_4	60396295
HiC_scaffold_5	2182608
HiC_scaffold_5	5483032
HiC_scaffold_5	11993809
HiC_scaffold_5	12911160
HiC_scaffold_5	12985195
HiC_scaffold_5	15258783
HiC_scaffold_5	43395742
HiC_scaffold_5	44710926
HiC_scaffold_5	45453289
HiC_scaffold_5	52051598
HiC_scaffold_5	57793159
HiC_scaffold_6	11062043
HiC_scaffold_6	15372966
HiC_scaffold_6	18915534
HiC_scaffold_6	26216178
HiC_scaffold_6	31513946
HiC_scaffold_6	32447607
HiC_scaffold_6	37902934
HiC_scaffold_6	37903013
HiC_scaffold_6	39223598
HiC_scaffold_6	39770167
HiC_scaffold_6	45591610
HiC_scaffold_6	45693885
HiC_scaffold_6	49610173
HiC_scaffold_6	53359665
HiC_scaffold_7	13728696
HiC_scaffold_7	16042239
HiC_scaffold_7	22622177
HiC_scaffold_7	27405625
HiC_scaffold_7	27778457
HiC_scaffold_7	28208401
HiC_scaffold_7	31982640
HiC_scaffold_7	35712243
HiC_scaffold_7	38289010
HiC_scaffold_7	38289057
HiC_scaffold_7	41991320
HiC_scaffold_7	56419248
HiC_scaffold_7	57519396
HiC_scaffold_8	251647
HiC_scaffold_8	13167250
HiC_scaffold_8	20890684
HiC_scaffold_8	22102090
HiC_scaffold_8	23841540
HiC_scaffold_8	33104585
HiC_scaffold_8	35223156
HiC_scaffold_8	35578126
HiC_scaffold_8	35578302
HiC_scaffold_8	36777808
HiC_scaffold_8	52001895
HiC_scaffold_9	16334260
HiC_scaffold_9	20038409
HiC_scaffold_9	22461790
HiC_scaffold_9	28686459
HiC_scaffold_9	30909413
HiC_scaffold_9	38989782
HiC_scaffold_9	51006963
HiC_scaffold_9	51360918
HiC_scaffold_9	52060680
HiC_scaffold_9	54072269
HiC_scaffold_10	18136630
HiC_scaffold_10	24934984
HiC_scaffold_10	25786373
HiC_scaffold_10	26209013
HiC_scaffold_10	26948313
HiC_scaffold_10	27187620
HiC_scaffold_10	28176170
HiC_scaffold_10	35820839
HiC_scaffold_10	40600182
HiC_scaffold_10	41378815
HiC_scaffold_10	45113021
HiC_scaffold_10	46266340
HiC_scaffold_10	52728193
HiC_scaffold_11	3357751
HiC_scaffold_11	9137280
HiC_scaffold_11	11574275
HiC_scaffold_11	13212442
HiC_scaffold_11	16619114
HiC_scaffold_11	17590585
HiC_scaffold_11	22288443
HiC_scaffold_11	28924011
HiC_scaffold_11	29486634
HiC_scaffold_11	33030689
HiC_scaffold_11	33372155
HiC_scaffold_11	39694011
HiC_scaffold_11	44118871
HiC_scaffold_11	45733634
HiC_scaffold_11	46013141
HiC_scaffold_12	12824087
HiC_scaffold_12	17732067
HiC_scaffold_12	23730672
HiC_scaffold_12	27620526
HiC_scaffold_12	37221629
HiC_scaffold_12	40613050
HiC_scaffold_12	48954165
HiC_scaffold_13	793481
HiC_scaffold_13	8739772
HiC_scaffold_13	16915279
HiC_scaffold_13	29977431
HiC_scaffold_13	34162479
HiC_scaffold_13	52106884
HiC_scaffold_14	2841760
HiC_scaffold_14	10539743
HiC_scaffold_14	37834310
HiC_scaffold_15	22511322
HiC_scaffold_15	30698081
HiC_scaffold_15	35374873
HiC_scaffold_15	41383962
HiC_scaffold_15	41669695
HiC_scaffold_15	44994997
HiC_scaffold_15	46961104
HiC_scaffold_16	23795615
HiC_scaffold_16	26377805
HiC_scaffold_16	26407951
HiC_scaffold_16	27360306
HiC_scaffold_16	31107321
HiC_scaffold_16	34158718
HiC_scaffold_16	35360077
HiC_scaffold_16	36661925
HiC_scaffold_17	7301852
HiC_scaffold_17	8369556
HiC_scaffold_17	11551516
HiC_scaffold_17	14303811
HiC_scaffold_17	15492666
HiC_scaffold_17	16720662
HiC_scaffold_17	27525439
HiC_scaffold_17	30781472
HiC_scaffold_17	35777730
HiC_scaffold_17	40754378
HiC_scaffold_17	40754389
HiC_scaffold_18	883949
HiC_scaffold_18	1951073
HiC_scaffold_18	6754319
HiC_scaffold_18	23634004
HiC_scaffold_18	28330385
HiC_scaffold_18	29824699
HiC_scaffold_18	29824797
HiC_scaffold_18	33591535
HiC_scaffold_19	3365040
HiC_scaffold_19	16786628
HiC_scaffold_19	16955992
HiC_scaffold_19	20079576
HiC_scaffold_19	35932874
HiC_scaffold_20	6119215
HiC_scaffold_20	10045164
HiC_scaffold_20	22168838
HiC_scaffold_20	24749674
HiC_scaffold_20	28663523
HiC_scaffold_20	30714079
HiC_scaffold_20	33443997
HiC_scaffold_20	33600254
HiC_scaffold_20	35087215
HiC_scaffold_21	3565695
HiC_scaffold_21	11680126
HiC_scaffold_21	21148680
HiC_scaffold_21	26134129
HiC_scaffold_22	1055681
HiC_scaffold_22	7927098
HiC_scaffold_22	9585023
HiC_scaffold_22	9585063
HiC_scaffold_22	21805251
HiC_scaffold_22	26856390
HiC_scaffold_22	27831031
HiC_scaffold_22	28775993
HiC_scaffold_22	34073623
HiC_scaffold_22	35717424
HiC_scaffold_23	5664815
HiC_scaffold_23	9790864
HiC_scaffold_23	11270262
HiC_scaffold_23	13681316
HiC_scaffold_23	14642742
HiC_scaffold_23	14642843
HiC_scaffold_23	16421574
HiC_scaffold_23	19785247
HiC_scaffold_23	24355902
HiC_scaffold_23	24821234
HiC_scaffold_23	25085835
HiC_scaffold_24	7308936
HiC_scaffold_24	8712782
HiC_scaffold_24	13604518
HiC_scaffold_24	14585363
HiC_scaffold_24	20256610
HiC_scaffold_24	25559665
HiC_scaffold_24	29232881
HiC_scaffold_24	29613861
HiC_scaffold_24	30586875
HiC_scaffold_24	30803387
HiC_scaffold_25	24229902
HiC_scaffold_25	25778605
HiC_scaffold_25	29453760
HiC_scaffold_26	3074459
HiC_scaffold_26	4214195
HiC_scaffold_26	7940444
HiC_scaffold_26	7940488
HiC_scaffold_26	12913436
HiC_scaffold_26	12913623
HiC_scaffold_26	17085155
HiC_scaffold_26	17846584
HiC_scaffold_26	20003271
HiC_scaffold_26	26867927
HiC_scaffold_27	8017971
HiC_scaffold_27	8762916
HiC_scaffold_27	22385906
HiC_scaffold_27	22897563
HiC_scaffold_27	27540505
HiC_scaffold_28	16450021
HiC_scaffold_28	20546459
HiC_scaffold_28	24171453
HiC_scaffold_29	12059469
HiC_scaffold_29	15551807
HiC_scaffold_29	18733459
HiC_scaffold_29	19388583
HiC_scaffold_29	20147070
HiC_scaffold_29	20403251
HiC_scaffold_29	21266835
HiC_scaffold_29	21266892
HiC_scaffold_30	4805520
HiC_scaffold_30	6398918
HiC_scaffold_30	12102531
HiC_scaffold_30	16198482
HiC_scaffold_31	4855723
HiC_scaffold_32	4157442
HiC_scaffold_33	8366761
HiC_scaffold_28	21746298
HiC_scaffold_9	56007693
HiC_scaffold_26	9162964
HiC_scaffold_9	23126889
HiC_scaffold_9	23402471
HiC_scaffold_12	12225308
HiC_scaffold_7	21871394
HiC_scaffold_9	22966925
HiC_scaffold_9	23220083
